few,kilka
ago,temu
picture,zdjęcie
chance,szansa
step,krok
town,miasto
everyone,wszyscy
bear,niedźwiedź
forward,do przodu
PRAWDA,Prrawda
end,koniec
face,twarz
computer,komputer
drive,prowadzić
whose,którego
Christian,chrześcijanin
check,sprawdzać
die,umierać
help,pomoc
light,światło
sit,siedzieć
save,ratować
sometimes,Czasami
German,Niemiecki
content,treść
past,przeszłość
focus,centrum
behind,za
promote,promować
relevant,odpowiedni
heart,serce
walk,chodzić
language,język
Germany,Niemcy
early,wczesny
piece,sztuka
up,w górę
until,dopóki
copy,Kopiuj
close,zamknąć
impact,uderzenie
eye,oko
solution,rozwiązanie
interested,zainteresowany
obtain,uzyskać
post,post
letter,list
sale,sprzedaż
instead,Zamiast
moment,za chwilę
rest,odpoczynek
top,szczyt
thus,zatem
organise,zorganizować
degree,stopień
despite,pomimo
everything,wszystko
stay,zostawać
media,głoska bezdźwięczna
show,pokazywać
off,wyłączony
least,najmniej
land,grunt
interesting,ciekawy
love,Miłość
else,w przeciwnym razie
start,początek
parent,rodzic
poor,słaby
charge,opłata
wait,Czekać
near,w pobliżu
location,Lokalizacja
analysis,analiza
unit,jednostka
operation,operacja
compare,porównywać
arrive,przyjechać
around,wokół
colour,kolor
teach,uczyć
watch,oglądać
test,test
himself,samego siebie
society,społeczeństwo
depend,zależeć
reflect,odbijać
couple,para
table,tabela
directly,bezpośrednio
film,film
club,Klub
happy,szczęśliwy
certainly,z pewnością
author,autor
outside,poza
post,post
player,gracz
least,najmniej
close,zamknąć
natural,naturalny
indeed,Rzeczywiście
means,oznacza
right,Prawidłowy
central,centralny
look,Patrzeć
lie,kłamstwo
manager,menedżer
deal,umowa
cut,cięcie
morning,Poranek
explore,badać
war,wojna
call,dzwonić
summer,lato
Christian,chrześcijanin
what,Co
foot,stopa
mention,wzmianka
evening,wieczór
longer,dłużej
either,albo
miss,chybić
provision,zaopatrzenie
fill,wypełnić
Australia,Australia
sound,dźwięk
essential,niezbędny
card,karta
answer,odpowiedź
quickly,szybko
record,nagrywać
easily,łatwo
air,powietrze
propose,zaproponować
former,dawny
serious,poważny
teacher,nauczyciel
shop,sklep
ten,dziesięć
front,przód
huge,ogromny
treat,traktować
software,oprogramowanie
board,tablica
communication,Komunikacja
technique,technika
face,twarz
challenge,wyzwanie
client,klient
door,drzwi
contribute,brać w czymś udział
potential,potencjał
mile,Mila
box,skrzynka
associate,współpracownik
Irish,Irlandczyk
either,albo
China,Chiny
because,ponieważ
video,wideo
fine,Cienki
extra,dodatkowy
assessment,ocena
entry,wejście
season,pora roku
pressure,ciśnienie
principle,zasada
safe,bezpieczna
wrong,zło
define,definiować
finish,skończyć
normal,normalna
sort,sortować
progress,postęp
demonstrate,wykazać
half,połowa
unless,chyba że
fit,pasować
more,więcej
task,zadanie
window,okno
pick,wybierać
whom,kogo
little,mały
onto,na
United Kingdom,Zjednoczone Królestwo
sign,podpisać
church,kościół
animal,zwierzę
white,biały
phone,telefon
wall,ściana
economic,gospodarczy
sign,podpisać
thousand,tysiąc
officer,oficer
partnership,Współpraca
street,ulica
machine,maszyna
collect,zbierać
growth,wzrost
importance,znaczenie
improvement,poprawa
detailed,szczegółowe
station,stacja
fun,zabawa
love,Miłość
enough,wystarczająco 
invite,zapraszać
locate,Znajdź
nearly,prawie
yourself,się
back,z powrotem
whatever,cokolwiek
black,czarny
listen,Słuchać
ready,gotowy
thank,dziękować
forget,zapominać
seven,siedem
myself,ja
nice,Ładny
exactly,Dokładnie
girl,dziewczyna
mother,matka
boy,chłopak
wear,nosić 
maybe,Może
bed,łóżko
eight,osiem
weekend,weekend
father,ojciec
hot,gorący
little,mały
pull,ciągnąć
red,czerwony
pretty,ładny
park,park
doctor,lekarz
chair,krzesło
green,zielony
bus,autobus
stuff,rzeczy
glass,szkło
brother,brat
worry,martwić się
trouble,kłopoty
dead,martwy
drink,drink
expensive,drogi
ball,piłka
walk,chodzić
blue,niebieski
bird,ptak
nine,dziewięć
meal,posiłek
round,okrągły
leg,noga
football,piłka nożna
sing,śpiewać
quiet,cichy
sun,słońce
clean,czysty
middle,środek
fish,ryba
horse,koń
dry,suchy
bag,torba
lunch,obiad
down,w dół
lovely,śliczny
pound,funt
kitchen,kuchnia
wine,wino
husband,mąż
yesterday,Wczoraj
somewhere,gdzieś
flower,kwiat
dinner,kolacja
fruit,owoc
hair,włosy
bedroom,sypialnia
sleep,spać
tea,herbata
sister,siostra
clean,czysty
conversation,rozmowa
drink,drink
coffee,Kawa
mouth,usta
breakfast,śniadanie
rain,deszcz
sorry,Przepraszam
ear,ucho
taxi,Taxi
wash,myć się
lucky,mający szczęście
finger,palec
plate,płyta
bottle,butelka
funny,śmieszny
tomorrow,jutro
ring,pierścień
wet,mokry
clothes,odzież
cup,filiżanka
nobody,nikt
yellow,żółty
cat,kot
quite,całkiem
hate,nienawidzić
sad,smutny
birthday,urodziny
laugh,śmiech
half,połowa
everywhere,wszędzie
egg,jajko
chip,żeton
everybody,wszyscy
toilet,toaleta
tall,wysoki
yours,twój
meat,mięso
dry,suchy
milk,mleko
vegetable,warzywo
bathroom,łazienka
cook,kucharz
brown,brązowy
neck,szyja
shoe,but
tooth,ząb
bath,wanna
trousers,spodnie
hers,jej
a,A
I,I
Monday,Poniedziałek
Tuesday,Wtorek
Wednesday,Środa
Thursday,Czwartek
Friday,Piątek
Saturday,Sobota
Sunday,Niedziela
January,Styczeń
February,Luty
March,Marsz
April,Kwiecień
May,Móc
June,Czerwiec
July,Lipiec
August,Sierpień
September,Wrzesień
October,Październik
November,Listopad
December,Grudzień
hello,Witam
mummy,mumia
bye,do widzenia
o'clock,godzina
daddy,tatuś
pardon,pardon
thanks,Dzięki
darling,Kochanie
English,język angielski
that,To
them,ich
may,móc
follow,podążać
area,obszar
become,stać się
group,Grupa
set,ustawić
system,system
during,podczas
large,duży
such,taki
member,członek
course,kurs
world,świat
case,sprawa
site,strona
offer,oferta
allow,umożliwić
him,jego
example,przykład
company,firma
order,zamówienie
continue,Kontynuować
although,Chociaż
business,biznes
page,strona
add,dodać
build,zbudować
interest,odsetki
view,pogląd
opportunity,możliwość
main,główny
team,zespół
student,student
begin,zaczynać
programme,program
history,historia
website,strona internetowa
low,Niski
improve,poprawić
wide,szeroki
power,moc
list,lista
data,dane
health,zdrowie
particularly,w szczególności
visit,odwiedzać
plan,plan
suggest,sugerować
general,ogólny
position,pozycja
therefore,W związku z tym
describe,opisać
control,kontrola
upon,od
present,obecny
note,notatka
meeting,spotkanie
complete,kompletny
cause,przyczyna
national,krajowy
single,pojedynczy
advice,rada
itself,samo
decision,decyzja
similar,podobny
reach,zasięg
common,wspólny
that,To
account,konto
necessary,niezbędny
recently,Ostatnio
rate,wskaźnik
education,Edukacja
plan,plan
deliver,dostarczać
original,oryginalny
simple,prosty
law,prawo
enter,Wchodzić
note,notatka
accept,zaakceptować
comment,komentarz
success,powodzenie
technology,technologia
excellent,doskonały
present,obecny
property,nieruchomość
prepare,przygotowywać
successful,udany
model,Model
useful,użyteczne
set,ustawić
human,człowiek
requirement,wymóg
private,prywatny
deal,umowa
affect,oddziaływać
relationship,relacja
accord,porozumienie
online,online
web,sieć
death,śmierć
text,tekst
customer,klient
email,e-mail
additional,dodatkowy
prove,udowodnić
effort,wysiłek
discussion,dyskusja
share,udział
art,sztuka
network,sieć
ability,umiejętność
fail,ponieść porażkę
complete,kompletny
figure,postać
style,styl
visit,odwiedzać
strategy,strategia
modern,nowoczesny
address,adres
rule,reguła
message,wiadomość
act,działać
character,postać
below,poniżej
below,poniżej
popular,popularny
attention,uwaga
regular,regularny
highly,wysoko
generally,ogólnie
claim,prawo
basic,podstawowy
percent,procent
beyond,poza
tool,narzędzie
study,badanie
undertake,podjąć
address,adres
partner,partner
unique,unikalny
replace,zastępować
travel,podróż
equipment,sprzęt
session,sesja
file,plik
publication,opublikowanie
discover,odkryć
security,bezpieczeństwo
leader,lider
background,tło
track,ścieżka
total,całkowity
energy,energia
suffer,cierpieć
direction,kierunek
department,dział
measure,mierzyć
aware,świadomy
launch,początek
difficulty,trudność
control,kontrola
funding,Finansowanie
teaching,nauczanie
immediately,natychmiast
list,lista
express,wyrazić
route,trasa
respect,szacunek
suitable,odpowiedni
through,Poprzez
catch,złapać
shall,być
alone,sam
completely,całkowicie
university,Uniwersytet
holiday,wakacje
combine,łączyć
proposal,wniosek
goal,bramka
contract,kontrakt
survey,ankieta
Israel,Izrael
village,wieś
assist,wspierać
worth,wartość
point,punkt
beautiful,Piękny
reading,czytanie
floor,podłoga
science,nauka
African,afrykanin
garden,ogród
band,zespół
play,grać
initiative,inicjatywa
thought,myśl
bar,bar
arrange,zorganizować
technical,techniczny
Canada,Kanada
realise,realizować
existing,istniejący
deep,głęboko
voice,głos
circumstances,okoliczności
extremely,niezwykle
trip,wycieczka
objective,cel
kill,zabić
examine,zbadać
name,nazwa
award,nagroda
separate,oddzielny
format,format
fire,ogień
tree,drzewo
focus,centrum
except,z wyjątkiem
eat,jeść
police,Policja
normally,normalnie
description,opis
firm,solidny
press,naciskać
hospital,szpital
bank,Bank
memory,pamięć
half,połowa
son,syn
nor,ani
surface,powierzchnia
council,rada
speed,prędkość
perfect,doskonały
song,piosenka
library,biblioteka
generate,Generować
sport,sport
court,sąd
before,zanim
telephone,telefon
move,przenosić
credit,kredyt
theme,temat
status,status
Bible,Biblia
map,mapa
reader,czytelnik
arise,powstać
test,test
length,długość
plant,zakład
submit,składać
Italy,Włochy
answer,odpowiedź
lay,położyć
hit,uderzyć
guidance,przewodnictwo
wife,żona
talk,rozmawiać
mark,ocena
assume,przypuszczać
own,własny
distance,dystans
protection,ochrona
screen,ekran
handle,uchwyt
argue,kłócić się 
throw,rzucić
less,mniej
head,głowa
interview,wywiad
plus,plus
Spain,Hiszpania
eventually,w końcu
tend,mieć skłonności
Japan,Japonia
global,światowy
pattern,wzór
none,nic
turn,zakręt
quick,szybki
Jewish,żydowski
environmental,środowiskowy
fight,walka
cost,koszt
construction,budowa
either,albo
famous,słynny
debate,debata
mainly,głównie
workshop,warsztat
drop,upuszczać
otherwise,W przeciwnym razie
exercise,ćwiczenia
beginning,początek
failure,awaria
regulation,rozporządzenie
race,wyścig
sea,morze
employee,pracownik
doubt,wątpliwość
storey,piętro
ahead,dalej
damage,szkoda
investigate,zbadać
fix,naprawić
critical,krytyczny
light,światło
potential,potencjał
employment,zatrudnienie
photo,zdjęcie
thanks,Dzięki
capital,kapitał
match,mecz
capacity,pojemność
edge,krawędź
feeling,uczucie
train,pociąg
whole,cały
drug,lek
reality,rzeczywistość
apart,oprócz
comprehensive,wyczerpujący
rich,bogaty
outcome,wynik
possibly,prawdopodobnie
Italian,Włoski
usual,zwykły
slightly,nieznacznie
fan,wentylator
charge,opłata
Chinese,chiński
spirit,duch
committee,komisja
star,gwiazda
highlight,atrakcja
consideration,namysł
resident,rezydent
argument,argument
enough,wystarczająco 
fair,sprawiedliwy
effectively,efektywnie
purchase,zakup
magazine,czasopismo
unfortunately,Niestety
representative,przedstawiciel
journey,podróż
fast,szybko
heavy,ciężki
above,powyżej
once,raz
second,drugi
wonderful,wspaniały
path,ścieżka
sound,dźwięk
fly,latać
exciting,ekscytujący
originally,pierwotnie
external,zewnętrzny
past,przeszłość
appoint,wyznaczać
near,w pobliżu
expand,zwiększać
photograph,fotografia
install,zainstalować
income,dochód
weight,waga
very,bardzo
closely,dokładnie
run,uruchomić
arm,ramię
there,Tam
friendly,przyjazny
setting,ustawienie
admit,przyznawać 
touch,dotykać
association,stowarzyszenie
refuse,odmawiać
internal,wewnętrzny
obvious,oczywiste
secure,bezpieczne
driver,kierowca
retain,zachować
obviously,oczywiście
hotel,hotel
employer,pracodawca
weather,pogoda
balance,balansować
along,przed siebie
correct,prawidłowy
age,wiek
Catholic,katolicki
cross,przechodzić
agent,agent
ideal,ideał
Japanese,język japoński
blood,krew
historical,historyczny
stock,magazyn
suppose,przypuszczać
drive,prowadzić
writer,pisarz
notice,ogłoszenie
fast,szybko
attitude,postawa
stone,kamień
fresh,świeży
good,Dobry
corner,narożnik
engine,silnik
wonder,zastanawiać się
opening,otwarcie
award,nagroda
investigation,dochodzenie
insurance,ubezpieczenie
push,naciskać
specifically,konkretnie
incorporate,włączać
live,na żywo
writing,pismo
earth,ziemia
notice,ogłoszenie
budget,budżet
hope,mieć nadzieję
tax,podatek
actual,rzeczywisty
consequence,konsekwencja
rock,głaz
afternoon,popołudnie
instruction,instrukcja
mark,ocena
break,przerwa
educational,edukacyjny
since,od
busy,zajęty
device,urządzenie
traffic,ruch drogowy
error,błąd
truth,prawda
neither,żaden
neither,żaden
survive,przetrwać
college,Szkoła Wyższa
African,afrykanin
inside,wewnątrz
appearance,wygląd
approximately,około
Iraqui,Iraku
colleague,kolega z pracy
oil,olej
radio,radio
little,mały
feed,karmić
river,rzeka
digital,cyfrowy
lesson,lekcja
proper,właściwy
truly,naprawdę
entitle,upoważniać
recommendation,rekomendacje
store,sklep
entirely,całkowicie
train,pociąg
Asia,Azja
dark,ciemny
beat,pokonać
profile,profil
edit,edytować
electronic,elektroniczny
fairly,raczej
threat,zagrożenie
distribution,dystrybucja
Latin,łacina
Muslim,muzułmański
plenty,mnóstwo
behalf,w imieniu
permission,pozwolenie
approve,zatwierdzić
shape,kształt
observe,przestrzegać
aid,pomoc
valuable,cenny
seat,siedziba
injury,obrażenia
appreciate,doceniać
television,telewizja
numerous,liczny
fantastic,fantastyczny
properly,odpowiednio
newspaper,Gazeta
joint,wspólny
carefully,ostrożnie
double,podwójnie
Welsh,walijski
stick,stick
peace,pokój
cover,okładka
Jew,Żyd
ticket,bilet
hard,twardy
challenge,wyzwanie
sure,Jasne
suit,garnitur
brand,marka
care,opieka
implication,implikacja
match,mecz
key,klucz
destroy,zniszczyć
illustrate,zilustrować
Spanish,hiszpański
sufficient,wystarczający
reasonable,rozsądny
imagine,wyobrażać sobie
baby,Dziecko
above,powyżej
healthy,zdrowy
preparation,przygotowanie
pain,ból
divide,dzielić
apparently,najwyraźniej
dog,pies
camera,kamera
union,unia
feedback,informacja zwrotna
restaurant,restauracja
frequently,często
Greek,grecki
trust,zaufanie
warm,ciepły
daughter,córka
pair,para
prefer,woleć
less,mniej
cold,zimno
winter,zima
twice,dwa razy
self,samego siebie
ignore,ignorować
reduction,zmniejszenie
cell,komórka
belief,wiara
host,gospodarz
appointment,spotkanie
check,sprawdzać
speech,przemówienie
book,książka
concentrate,koncentrować
impossible,niemożliwe
gather,zebrać
living,żyjący
ancient,starożytny
anyway,W każdym razie
favourite,ulubiony
exchange,giełda
Russian,Rosyjski
tip,wskazówka
settle,rozstrzygnąć
immediate,natychmiastowy
oh,Oh
definition,definicja
New Zealand,Nowa Zelandia
quarter,kwartał
gift,prezent
bottom,spód
rely,polegać
French,Francuski
equally,na równi
brief,krótki
examination,badanie
substantial,istotny
button,przycisk
block,blok
voluntary,dobrowolny
gap,luka
keen,chętny
spread,rozpowszechnianie się
administration,administracja
licence,licencja
volunteer,wolontariusz
host,gospodarz
typical,typowy
sight,wzrok
cash,gotówka
input,wejście
hang,powiesić
score,wynik
belong,przynależeć
spot,miejsce
speaker,głośnik
identity,tożsamość
boat,łódź
output,wyjście
totally,całkowicie
gas,gaz
bill,rachunek
slow,powolny
ourselves,my sami
equal,równy
vast,rozległy
faith,wiara
following,następny
store,sklep
cycle,cykl
wind,wiatr
seriously,poważnie
will,będzie
outline,zarys
accident,wypadek
Asian,Azjatycki
estate,nieruchomość
mental,psychiczny
pool,basen
waste,marnować
massive,masywny
Welsh,walijski
mostly,głównie
guarantee,gwarancja
comparison,porównanie
origin,pochodzenie
proportion,proporcja
while,chwila
absolutely,absolutnie
kid,dziecko
sheet,arkusz
depth,głębokość
meaning,oznaczający
permit,zezwolenie
flexible,elastyczny
profit,zysk
straight,prosty
division,dział
quote,cytat
phase,faza
chapter,rozdział
burn,oparzenie
secondary,wtórny
outside,poza
over,nad
album,album
election,wybór
menu,menu
movie,film
domestic,domowy
foundation,Fundacja
Indian,indyjski
dream,marzenie
promise,obietnica
wood,drewno
back,z powrotem
extension,rozszerzenie
comfortable,wygodny
mountain,Góra
amazing,niesamowity
solve,rozwiązywać
farm,gospodarstwo rolne
guy,facet
branch,oddział
theatre,teatr
loads,masa
relax,zrelaksować się
island,wyspa
strike,strajk
clear,jasne
communicate,komunikować się
spring,wiosna
rural,wiejski
consultant,konsultant
dangerous,niebezpieczny
flat,płaski
shoot,strzelać
module,moduł
necessarily,koniecznie
front,przód
guidelines,wytyczne
outstanding,wybitny
channel,kanał
advanced,zaawansowany
instrument,instrument
practise,ćwiczyć
automatically,automatycznie
bright,jasny
reputation,reputacja
remind,przypomnieć
temperature,temperatura
second,drugi
purchase,zakup
left,lewy
shot,strzał
representation,reprezentacja
exception,wyjątek
visual,wizualny
expense,koszt
impressive,imponujący
trend,tendencja
pub,pub
explanation,wyjaśnienie
manufacturer,producent
scientist,naukowiec
declare,ogłosić
repeat,powtarzać
ship,statek
registration,rejestracja
strange,dziwny
entrance,wejście
warn,ostrzegać
disability,inwalidztwo
height,wysokość
press,naciskać
attractive,atrakcyjny
consult,konsultować
threaten,zagrozić
somewhat,nieco
earn,zarabiać
shopping,zakupy
Australian,australijski
willing,chętny
prize,nagroda
Easter,Wielkanoc
permanent,stały
anywhere,gdziekolwiek
hill,wzgórze
east,wschód
back,z powrotem
beach,plaża
soft,miękki
leaf,liść
ongoing,bieżący
emergency,nagły wypadek
expectation,oczekiwanie
expose,ujawnić
last,ostatni
hide,ukrywać
master,gospodarz
affair,romans
unlike,w odróżnieniu
unlikely,mało prawdopodobny
root,źródło
chain,łańcuch
victim,ofiara
recover,odzyskiwać
county,hrabstwo
premises,lokal
engineering,Inżynieria
compete,konkurować
marry,ożenić
bridge,most
installation,instalacja
dance,taniec
unusual,niezwykłe
sex,seks
hole,otwór
Islam,islam
boundary,granica
elect,elekt
frame,rama
skin,skóra
afford,pozwalać
count,liczyć
cut,cięcie
recording,nagranie
mistake,błąd
pack,Pakiet
preserve,utrzymywać
secure,bezpieczne
lady,dama
index,indeks
adapt,przystosować się
absence,brak
written,pisemny
found,znaleziony
crowd,tłum
crucial,kluczowy
rapidly,szybko
suddenly,Nagle
scope,zakres
surely,pewno
fall,jesień
solid,solidny
brain,mózg
experienced,doświadczony
hand,ręka
hall,hala
careful,ostrożny
stop,zatrzymywać się
west,Zachód
round,okrągły
brilliant,genialny
twenty,20
north,północ
pay,płacić
mind,umysł
ring,pierścień
wedding,ślub
kick,kopnięcie
honest,uczciwy
blow,cios
south,południe
fault,wada
alive,żywy
straight,prosty
twelve,dwanaście
bike,rower
middle,środek
cry,płakać
thick,gruby
ice,lód
van,awangarda
mine,kopalnia
sick,chory
afraid,przestraszony
pocket,kieszeń
sweet,słodki
south,południe
square,kwadrat
glad,zadowolony
desk,biurko
boot,uruchomić
exam,egzamin
thirty,trzydzieści
swimming,pływanie
terrible,straszny
clock,zegar
shut,zamknąć
anybody,ktoś
hurt,zraniony
god,Bóg
hat,kapelusz
bread,chleb
cream,krem
knee,kolano
dish,danie
shout,krzyczeć
dress,sukienka
snow,śnieg
green,zielony
salt,sól
nose,nos
swim,pływać
west,Zachód
somebody,ktoś
sugar,cukier
cake,ciasto
tired,zmęczony
sleep,spać
toy,zabawka
coat,płaszcz
wake,budzić
plastic,Plastikowy
mad,szalony
pen,długopis
fat,tłuszcz
nowhere,nigdzie
fifty,pięćdziesiąt
smoke,palić
watch,oglądać
dining,jadalnia
clever,sprytny
chocolate,czekolada
loud,głośny
fifteen,piętnaście
forty,czterdzieści
round,okrągły
grey,szary
chicken,kurczak
shirt,koszula
married,żonaty
cheese,ser
stupid,głupi
eleven,jedenaście
dirty,brudny
dad,tata
awful,okropny
mum,milczący
moon,księżyc
zero,zero
shower,prysznic
pink,różowy
fourteen,czternaście
sixteen,szesnaście
thirteen,trzynaście
eighteen,osiemnaście
upstairs,na górę
sir,Pan
granddad,dziadunio
grandma,babcia
used,używany
worried,zmartwiony
downstairs,na dole
pleased,zadowolony
east,wschód
asleep,we śnie
carrot,marchewka
fortnight,dwa tygodnie
toast,toast
hurry,spieszyć się
banana,banan
crisps,chipsy
sausage,kiełbasa
pencil,ołówek
nought,nic
awake,obudzony
jeans,dżinsy
pizza,Pizza
bun,kok
pea,groszek
cheers,dzięki
bacon,boczek
sock,skarpetka
ham,szynka
sixty,sześćdziesiąt
seventy,siedemdziesiąt
eighty,osiemdziesiąt
ninety,dziewięćdziesiąt
seventeen,siedemnaście
nineteen,dziewiętnaście
service,praca
however,Jednakże
within,w
available,dostępny
local,lokalny
develop,rozwijać
issue,wydanie
level,poziom
lead,Ołów
require,wymagać
development,rozwój
form,formularz
result,wynik
involve,zaangażować
detail,Szczegół
further,dalej
receive,odbierać
event,wydarzenie
support,wsparcie
experience,doświadczenie
create,tworzyć
base,baza
project,projekt
range,zakres
term,termin
consider,rozważać
support,wsparcie
process,proces
produce,produkować
research,badania
community,wspólnota
activity,działalność
government,rząd
appear,pojawić się
remain,pozostać
public,publiczny
increase,zwiększyć
staff,personel
study,badanie
quality,jakość
several,kilka
report,raport
particular,konkretny
current,aktualny
link,połączyć
effect,efekt
major,główny
role,rola
period,okres
section,Sekcja
material,materiał
practice,ćwiczyć
access,dostęp
value,wartość
policy,polityka
condition,stan
application,aplikacja
due,należny
contact,kontakt
product,produkt
data,dane
skill,umiejętność
training,szkolenie
management,kierownictwo
source,źródło
various,różny
design,projekt
reduce,zmniejszyć
raise,wznosić
state,państwo
achieve,osiągnąć
social,społeczny
return,powrót
approach,zbliżać się
personal,osobisty
resource,ratunek
throughout,na wskroś
identify,zidentyfikować
benefit,korzyść
performance,wydajność
recent,ostatni
contact,kontakt
design,projekt
relate,odnieść się
knowledge,wiedza
industry,przemysł
final,finał
environment,środowisko
appropriate,odpowiedni
encourage,przekonywać
article,artykuł
report,raport
series,seria
standard,standard
method,metoda
simply,po prostu
form,formularz
